Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,Predicted_Order_Profit
713,US-2020-100048,19-05-20,24-05-20,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,323.34,6,109.7226,0,COD,40.282084165232334
6044,CA-2020-145702,19-05-20,24-05-20,Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,325.352,3,-35.3646,0,Cards,1.9701198019801984
714,US-2020-100048,19-05-20,24-05-20,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,326.98,2,89.3142,0,Cards,40.282084165232334
2860,CA-2020-138975,19-05-20,23-05-20,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,404.97,3,98.2722,0,Cards,40.282084165232334
3625,CA-2020-113530,19-05-20,21-05-20,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",704.408,12,42.588,0,Cards,119.38541351351356
2861,CA-2020-138975,19-05-20,23-05-20,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1652.82,9,374.6286,0,Cards,359.0949153846153
3626,CA-2020-113530,19-05-20,21-05-20,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,102.52,2,1.0208,0,Online,10.055439422473302
5940,CA-2020-122077,19-05-20,25-05-20,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,92.216,4,4.2952,0,Online,1.9701198019801984
3627,CA-2020-113530,19-05-20,21-05-20,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,95.58,1,1.395,0,Online,10.055439422473302
6045,CA-2020-145702,19-05-20,24-05-20,Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,124.888,7,10.1094,0,Online,1.9701198019801984
3628,CA-2020-113530,19-05-20,21-05-20,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,117.32,1,10.896,0,COD,10.055439422473302
9011,CA-2020-127803,19-05-20,23-05-20,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Huntsville,Alabama,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,131.16,4,12.8184,0,COD,10.055439422473302
5454,US-2020-108700,19-05-20,23-05-20,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Rockford,Illinois,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,145.016,6,13.7808,0,Cards,10.055439422473302
2859,CA-2020-138975,19-05-20,23-05-20,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,179.8,4,4.068,0,COD,40.282084165232334
4363,CA-2020-111332,20-05-20,22-05-20,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,174.94,3,35.6238,0,COD,1.9701198019801984
6070,CA-2020-166695,20-05-20,24-05-20,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,383.2,1,38.61,0,COD,40.282084165232334
6068,CA-2020-166695,20-05-20,24-05-20,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",552.272,8,-97.176,0,COD,119.38541351351356
4365,CA-2020-111332,20-05-20,22-05-20,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,725.76,4,162.0948,0,Online,-28.45991717171715
9144,US-2020-166688,20-05-20,26-05-20,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,1159.128,9,70.1955,0,Online,285.4475722891566
4366,CA-2020-111332,20-05-20,22-05-20,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,95.41,3,3.4827,0,COD,1.9701198019801984
6069,CA-2020-166695,20-05-20,24-05-20,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,119.98,1,3.3504,0,COD,10.055439422473302
9143,US-2020-166688,20-05-20,26-05-20,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,110.288,2,3.0044,0,Cards,10.055439422473302
4364,CA-2020-111332,20-05-20,22-05-20,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",137.92,4,8.2944,0,Cards,1.9701198019801984
4367,CA-2020-111332,20-05-20,22-05-20,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",148.5,10,7.095,0,Cards,1.9701198019801984
6907,CA-2020-149468,20-05-20,20-05-20,Same Day,AR-10405,Allen Rosenblatt,Corporate,United States,Trenton,Michigan,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",115.28,2,19.8144,0,Online,10.055439422473302
9145,US-2020-166688,20-05-20,26-05-20,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,158.9,5,18.821,0,Cards,10.055439422473302
989,CA-2020-167899,21-05-20,26-05-20,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,541.05,5,72.807,0,Online,119.38541351351356
990,CA-2020-167899,21-05-20,26-05-20,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,94.97,3,5.2113,0,COD,10.055439422473302
6467,CA-2020-153080,22-05-20,25-05-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",113.46,7,25.3302,0,COD,10.055439422473302
5540,US-2020-150595,22-05-20,26-05-20,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,219.986,2,-54.5958,0,Online,40.282084165232334
5542,US-2020-150595,22-05-20,26-05-20,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,116.344,3,2.5137,0,COD,10.055439422473302
9248,CA-2020-130106,22-05-20,26-05-20,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,116.78,1,0.7228,0,Online,10.055439422473302
5541,US-2020-150595,22-05-20,26-05-20,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",96.592,2,-2.6268,0,Online,10.055439422473302
9247,CA-2020-130106,22-05-20,26-05-20,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,102.84,3,2.8536,0,Online,10.055439422473302
7245,US-2020-151127,22-05-20,25-05-20,First Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,155.56,7,18.8328,1,Online,10.055439422473302
4510,CA-2020-167003,23-05-20,29-05-20,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Los Angeles,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",220.288,3,-6.4233,1,Cards,-32.933
4872,CA-2020-164042,23-05-20,27-05-20,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,71.824,2,0.6156,0,Online,1.9701198019801984
4875,CA-2020-164042,23-05-20,27-05-20,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,100.188,1,-1.9602,0,Online,1.9701198019801984
4873,CA-2020-164042,23-05-20,27-05-20,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,132.32,5,-46.716,0,COD,1.9701198019801984
4874,CA-2020-164042,23-05-20,27-05-20,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,161.816,3,-11.5938,0,Online,1.9701198019801984
8014,CA-2020-120168,25-05-20,25-05-20,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,TEC-AC-10002167,Technology,Accessories,ImationÊ8gb Micro Traveldrive Usb 2.0ÊFlash Drive,139.0,8,13.2,0,COD,10.055439422473302
8013,CA-2020-120168,25-05-20,25-05-20,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,697.92,5,207.475,0,COD,119.38541351351356
8015,CA-2020-120168,25-05-20,25-05-20,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,103.29,1,1.4805,0,COD,10.055439422473302
9128,CA-2020-112473,25-05-20,01-06-20,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",113.136,3,-11.2806,0,Cards,1.9701198019801984
8016,CA-2020-120168,25-05-20,25-05-20,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,142.84,3,6.0288,0,Cards,10.055439422473302
6671,CA-2020-161088,25-05-20,29-05-20,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Columbus,Georgia,South,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,145.84,2,13.428,0,COD,10.055439422473302
7000,CA-2020-123687,26-05-20,29-05-20,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,South,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,248.44,3,62.532,0,Cards,40.282084165232334
9438,CA-2020-107853,26-05-20,31-05-20,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Oceanside,California,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,77.96,2,6.2208,0,Online,10.055439422473302
7001,CA-2020-123687,26-05-20,29-05-20,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,South,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,126.76,2,0.7728,0,Cards,10.055439422473302
9067,CA-2020-152968,26-05-20,30-05-20,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Harrisonburg,Virginia,South,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",130.08,2,6.924,0,Online,1.9701198019801984
5376,CA-2020-134152,27-05-20,31-05-20,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,125.16,6,9.816,0,Cards,1.9701198019801984
6438,US-2020-116897,27-05-20,29-05-20,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,342.376,3,22.6782,0,Online,40.282084165232334
6437,US-2020-116897,27-05-20,29-05-20,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,515.15,5,28.629,0,COD,119.38541351351356
9448,CA-2020-136882,27-05-20,03-06-20,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Tulsa,Oklahoma,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",521.3,5,138.417,0,Online,-28.45991717171715
3083,US-2020-132297,27-05-20,02-06-20,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,South,TEC-PH-10002834,Technology,Phones,Google Nexus 5,560.97,3,134.9925,0,Online,285.4475722891566
9457,CA-2020-151855,27-05-20,03-06-20,Standard Class,BW-11110,Bart Watters,Corporate,United States,Greensboro,North Carolina,South,TEC-AC-10002380,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,103.192,3,0.3399,0,COD,1.9701198019801984
9458,CA-2020-151855,27-05-20,03-06-20,Standard Class,BW-11110,Bart Watters,Corporate,United States,Greensboro,North Carolina,South,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",115.06,5,-10.05,0,Cards,1.9701198019801984
5377,CA-2020-134152,27-05-20,31-05-20,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,136.44,3,7.86,0,COD,1.9701198019801984
6436,US-2020-116897,27-05-20,29-05-20,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",138.0,4,14.7,0,Online,10.055439422473302
3943,CA-2020-160458,27-05-20,29-05-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,146.92,5,9.072,0,Cards,1.9701198019801984
3082,US-2020-132297,27-05-20,02-06-20,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,165.34,2,28.0032,0,Cards,40.282084165232334
8457,US-2020-118556,28-05-20,02-06-20,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",117.869,3,-29.0073,0,COD,10.055439422473302
9133,CA-2020-100055,28-05-20,01-06-20,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Laurel,Maryland,East,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,137.13,3,36.2877,0,COD,10.055439422473302
9296,CA-2020-161340,28-05-20,01-06-20,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Cleveland,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",156.96,4,-64.9376,0,Online,1.9701198019801984
8786,CA-2020-145765,28-05-20,02-06-20,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,West,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,219.96,5,19.596,0,Cards,40.282084165232334
6242,CA-2020-141572,28-05-20,31-05-20,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",270.44,8,101.4504,0,Online,40.282084165232334
8788,CA-2020-145765,28-05-20,02-06-20,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,West,TEC-AC-10000844,Technology,Accessories,LogitechÊGaming G510s - Keyboard,291.968,4,54.3936,0,Online,40.282084165232334
86,CA-2020-140088,28-05-20,30-05-20,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,323.96,2,33.2156,0,Online,1.9701198019801984
9295,CA-2020-161340,28-05-20,01-06-20,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Cleveland,Ohio,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),101.872,3,5.0286,0,Cards,1.9701198019801984
8458,US-2020-118556,28-05-20,02-06-20,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,94.564,3,-6.237,0,COD,10.055439422473302
8787,CA-2020-145765,28-05-20,02-06-20,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,130.552,3,5.4432,0,Online,10.055439422473302
9132,CA-2020-100055,28-05-20,01-06-20,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Laurel,Maryland,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,123.46,2,9.8856,0,Online,10.055439422473302
2434,US-2020-112613,28-05-20,01-06-20,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,128.368,4,4.0776,0,Online,1.9701198019801984
6250,CA-2020-121580,29-05-20,04-06-20,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,480.16,2,120.9416,0,Cards,119.38541351351356
3404,CA-2020-168739,29-05-20,05-06-20,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Houston,Texas,Central,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,2112.424,4,-52.3392,0,COD,-75.7168105263158
6249,CA-2020-121580,29-05-20,04-06-20,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,113.24,3,2.6208,0,COD,10.055439422473302
6251,CA-2020-121580,29-05-20,04-06-20,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",120.98,1,3.99,0,Online,10.055439422473302
3717,CA-2020-144568,29-05-20,02-06-20,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Omaha,Nebraska,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,122.55,5,1.1775,0,COD,10.055439422473302
371,CA-2020-104745,29-05-20,04-06-20,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,125.92,5,9.396,0,COD,1.9701198019801984
6248,CA-2020-121580,29-05-20,04-06-20,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,130.41,1,19.9686,0,COD,10.055439422473302
372,CA-2020-104745,29-05-20,04-06-20,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,132.424,3,4.6746,0,Online,1.9701198019801984
7412,CA-2020-121125,30-05-20,03-06-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,West,TEC-PH-10001619,Technology,Phones,LG G3,180.792,1,17.6391,0,COD,1.9701198019801984
9513,CA-2020-142461,30-05-20,03-06-20,Second Class,KT-16480,Kean Thornton,Consumer,United States,Dallas,Texas,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",221.6664,1,-6.0196,0,COD,1.9701198019801984
6402,CA-2020-125472,30-05-20,31-05-20,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",276.96,2,33.8744,0,COD,40.282084165232334
6404,CA-2020-125472,30-05-20,31-05-20,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,1027.01,3,3.0438,0,Online,119.38541351351356
9687,CA-2020-116498,30-05-20,03-06-20,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,San Diego,California,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",2049.1,6,10.179,0,COD,629.0881238095238
6403,CA-2020-125472,30-05-20,31-05-20,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,81.89,1,1.8672,0,COD,10.055439422473302
8811,CA-2020-120614,30-05-20,04-06-20,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",106.52,4,18.0096,0,COD,10.055439422473302
7414,CA-2020-121125,30-05-20,03-06-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,West,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,123.592,1,-0.3398,0,COD,1.9701198019801984
7413,CA-2020-121125,30-05-20,03-06-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,144.36,2,-3.094,0,COD,1.9701198019801984
9950,CA-2020-121559,01-06-20,03-06-20,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,Central,TEC-AC-10004568,Technology,Accessories,MaxellÊLTO Ultrium - 800 GB,118.97,3,15.9543,0,Online,10.055439422473302
